Seg_   ,  Arr_time , Del_Time , Stall_Dur  , Rep_Level , Del_Rate , Act_Rate  , Byte_Size  ,Buff_Level  ,RTT    ,   Codec  , Width  , Height ,  FPS ,  Seg_Dur  , Start  ,Memory Usage,Memory MB,Memory %,MemoryV %,CPU Frequency,CPU Load,Wi-Fi RSSI Level,Battery Remaining," P.1203 QoE	"
1,318,318,0,237,7735,308,308446,8,0.074, h264  ,320,180,24,8,"   0.000	",1812436,1813.436,90.67%,45.34%,546000,34.13%,-65,77,1.87753
2,711,318,0,237,5629,223,223794,16,0.077, h264  ,320,180,24,8,"   8.000	",1826164,1826.164,91.31%,45.65%,902000,56.38%,-64,76,1.87753
3,1082,293,0,237,5571,204,204473,23.706,0.099, h264  ,320,180,24,8,"  16.000	",1813148,1813.148,90.66%,45.33%,1144000,71.50%,-60,76,1.87753
4,1435,252,0,237,5365,169,169501,31.454,0.104, h264  ,320,180,24,8,"  24.000	",1824728,1824.728,91.24%,45.62%,1248000,78.00%,-60,76,1.87753
5,1905,366,0,237,6154,281,281896,39.087,0.066, h264  ,320,180,24,8,"  32.000	",1822688,1822.688,91.13%,45.57%,1482000,92.63%,-61,76,1.8846
6,2425,452,0,237,6664,377,377136,46.635,0.102, h264  ,320,180,24,8,"  40.000	",1794524,1794.524,89.73%,44.86%,1586000,99.13%,-65,76,1.88648
7,2858,330,0,237,7122,294,294127,54.304,0.106, h264  ,320,180,24,8,"  48.000	",1778280,1778.28,88.91%,44.46%,1586000,99.13%,-62,76,1.88648
8,3260,296,0,237,5820,215,215368,62.008,0.101, h264  ,320,180,24,8,"  56.000	",1800196,1800.196,90.01%,45.00%,902000,56.38%,-65,76,1.89207
9,3539,178,0,237,7213,160,160539,69.83,0.175, h264  ,320,180,24,8,"  64.000	",1794244,1794.244,89.71%,44.86%,902000,56.38%,-63,76,1.89207
10,3909,194,0,237,5539,134,134409,77.636,0.116, h264  ,320,180,24,8,"  72.000	",1804812,1804.812,90.24%,45.12%,902000,56.38%,-63,76,1.89207
11,4192,166,0,237,7089,147,147592,85.469,0.16, h264  ,320,180,24,8,"  80.000	",1824960,1824.96,91.25%,45.62%,902000,56.38%,-65,76,1.89207
12,4516,162,0,237,5427,110,110477,93.307,0.207, h264  ,320,180,24,8,"  88.000	",1793936,1793.936,89.70%,44.85%,839000,52.44%,-61,76,1.89207
13,5632,909,0,237,971,110,110374,100.398,0.071, h264  ,320,180,24,8,"  96.000	",1740756,1740.756,87.04%,43.52%,839000,52.44%,-66,76,1.89207
14,8607,2902,0,237,1244,451,451486,105.495,2.283, h264  ,320,180,24,8," 104.000	",1730816,1730.816,86.54%,43.27%,839000,52.44%,-63,76,1.89207
15,25090,14199,0,375,243,432,432536,99.295,1.558, h264  ,384,216,24,8," 112.000	",1817856,2317.856,115.89%,57.95%,757000,47.31%,-63,76,1.88226
16,33194,6545,0,375,468,383,383078,100.75,3.23, h264  ,384,216,24,8," 120.000	",1796332,2296.332,114.82%,57.41%,839000,52.44%,-64,76,1.88269
17,40612,4186,0,375,468,245,245075,104.564,8.247, h264  ,384,216,24,8," 128.000	",1818792,2318.792,115.94%,57.97%,676000,42.25%,-62,76,1.88217
18,58088,9227,0,375,257,296,296459,103.336,7.339, h264  ,384,216,24,8," 136.000	",1803328,2303.328,115.17%,57.58%,902000,56.38%,-62,76,1.88868
19,71225,5797,0,375,371,269,269172,105.539,6.404, h264  ,384,216,24,8," 144.000	",1785368,2285.368,114.27%,57.13%,1586000,99.13%,-64,76,1.89032
20,92740,15109,0,375,319,602,602572,98.429,10.699, h264  ,384,216,24,8," 152.000	",1789072,2289.072,114.45%,57.23%,902000,56.38%,-61,76,1.89313
21,119534,16093,0,375,266,536,536654,90.335,8.301, h264  ,384,216,24,8," 160.000	",1821140,2321.14,116.06%,58.03%,1248000,78.00%,-61,75,1.89473
22,138846,11010,0,237,230,317,317312,87.324,4.674, h264  ,320,180,24,8," 168.000	",1807584,1807.584,90.38%,45.19%,902000,56.38%,-64,75,1.89365
23,153108,9587,0,237,386,463,463655,85.737,4.67, h264  ,320,180,24,8," 176.000	",1825252,1825.252,91.26%,45.63%,757000,47.31%,-63,75,1.87851
24,163489,5709,0,237,383,273,273918,88.028,6.424, h264  ,320,180,24,8," 184.000	",1805600,1805.6,90.28%,45.14%,902000,56.38%,-63,75,1.87797
25,179870,9957,0,237,219,272,272905,86.07,9.562, h264  ,320,180,24,8," 192.000	",1807344,1807.344,90.37%,45.18%,546000,34.13%,-67,75,1.87758
26,194330,4896,0,237,372,228,228098,89.173,5.688, h264  ,320,180,24,8," 200.000	",1782312,1782.312,89.12%,44.56%,902000,56.38%,-61,75,1.87728
27,204979,4960,0,237,443,275,275180,92.213,8.181, h264  ,320,180,24,8," 208.000	",1802652,1802.652,90.13%,45.07%,902000,56.38%,-61,75,1.87704
28,223631,10470,0,237,143,187,187542,89.742,6.124, h264  ,320,180,24,8," 216.000	",1819912,1819.912,91.00%,45.50%,1586000,99.13%,-65,75,1.87686
29,234470,4714,0,237,110,65,65011,93.028,2.896, h264  ,320,180,24,8," 224.000	",1825384,1825.384,91.27%,45.63%,1586000,99.13%,-56,75,1.87671
30,250510,13143,0,237,146,241,241007,87.884,16.279, h264  ,320,180,24,8," 232.000	",1792616,1792.616,89.63%,44.82%,1482000,92.63%,-64,75,1.87658
31,277792,11001,0,237,178,244,244925,84.883,5.709, h264  ,320,180,24,8," 240.000	",1825292,1825.292,91.26%,45.63%,1482000,92.63%,-63,75,1.87648
32,301167,17665,0,237,233,516,516352,75.217,18.332, h264  ,320,180,24,8," 248.000	",1760936,1760.936,88.05%,44.02%,902000,56.38%,-63,75,1.87639
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,,,,,,,,
